,SYMBOL,GO_accession,GO_term,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,TSPAN6,GO:0016020,membrane,2785.75596997274,0.954640376942095,0.0669274073826836,14.263818281254599,3.67768959648224e-46,2.4040461349223e-45
ENSG00000000005,TNMD,,,3.4890402531285094,5.1900721583300005,1.7250210796974799,3.00870071642267,0.00262367431000697,0.00412994750239962
ENSG00000000419,DPM1,GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity,1363.41877799245,-0.22158417108895603,0.0848785922295465,-2.61060139274814,0.00903831744789945,0.0134516632644563
ENSG00000000457,SCYL3,GO:0000139,Golgi membrane,265.615085356664,0.29527741308241,0.151780564277214,1.9454230815950302,0.051724078979906,0.0698359107095742
ENSG00000000460,C1orf112,,,936.020433462793,0.5571355936311789,0.0951679633740834,5.85423470124297,4.79211494219471e-09,1.1036052188763898e-08
ENSG00000000938,FGR,GO:0043306,positive regulation of mast cell degranulation,0.0,,,,,
ENSG00000000971,CFH,,,592.998270383696,-7.817144220022299,0.37560277516398294,-20.812264277359102,3.3513641306717192e-96,4.3983426784277886e-95
ENSG00000001036,FUCA2,,,2771.4431574435102,0.0173563267763537,0.0641571387360666,0.270528379511361,0.786753786879265,0.8209709500452241
ENSG00000001084,GCLC,,,5457.85965852812,-2.97993259424069,0.0571872065947519,-52.10837828393189,0.0,0.0
ENSG00000001167,NFYA,GO:0032993,protein-DNA complex,1662.86901569056,1.40384221895495,0.0956453088691597,14.677585712806598,8.97287648791146e-49,6.165911697118669e-48
ENSG00000001460,STPG1,GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process,315.67372674439997,-0.0688958541073736,0.13051461433869502,-0.527878463698968,0.597583693276722,0.648190908307479
ENSG00000001461,NIPAL3,GO:1903830,magnesium ion transmembrane transport,705.5326145738769,-0.0282655356299709,0.110477522552393,-0.255848746215016,0.7980676321822029,0.8302340222426771
ENSG00000001497,LAS1L,,,3815.0136361445097,-0.385377319069544,0.0641769991563822,-6.00491335112885,1.91434111656239e-09,4.509860450925229e-09
ENSG00000001561,ENPP4,GO:0046130,purine ribonucleoside catabolic process,374.70765729524004,1.34915383303925,0.13418468848171902,10.0544544113395,8.78064488226324e-24,3.4704938647182e-23
ENSG00000001617,SEMA3F,,,235.06540265311,0.4209028268270829,0.237065397780855,1.77547137105251,0.0758200885918398,0.0997216807567936
ENSG00000001626,CFTR,,,3.4698634942794597,-5.191963928553959,1.83201409732422,-2.8340196378058304,0.00459665071776378,0.0070722493657068295
ENSG00000001629,ANKIB1,,,1514.02251502133,-0.8610472191752221,0.0803347653604981,-10.718239050196,8.35794173337727e-27,3.5809239795795196e-26
ENSG00000001630,CYP51A1,,,5105.662500448871,-0.224370419342409,0.0446696229785285,-5.02288589832643,5.090078709203939e-07,1.0482288541016599e-06
ENSG00000001631,KRIT1,GO:2000352,negative regulation of endothelial cell apoptotic process,1053.2917212575098,0.0437362874242646,0.120859518907946,0.361877060404129,0.7174439029682529,0.758869859268423
ENSG00000002016,RAD52,GO:2000819,regulation of nucleotide-excision repair,264.152379718453,-0.336383858566263,0.18302612438144897,-1.83790078986319,0.066077025712805,0.0877678076427004
ENSG00000002079,MYH16,,,7.321988923609379,-6.36652841356241,1.50077647011487,-4.24215633729592,2.2138238398561604e-05,4.12113311244122e-05
ENSG00000002330,BAD,,,1098.00612358101,-0.676217136514187,0.0881415907440721,-7.67194159766927,1.69412091310276e-14,4.9442093120962004e-14
ENSG00000002549,LAP3,GO:0008235,metalloexopeptidase activity,1961.30887800839,0.618122697149388,0.0640955076587296,9.64377566740751,5.22307235157656e-22,1.9658647262286103e-21
ENSG00000002586,CD99,GO:2000391,positive regulation of neutrophil extravasation,6770.3086664238,0.437161109281414,0.0795484066690395,5.4955357069591395,3.89526114113589e-08,8.553206179331e-08
ENSG00000002587,HS3ST1,GO:0008146,sulfotransferase activity,59.6043210852392,-7.43770541921019,0.8988773251057571,-8.27443880435533,1.2906203462199499e-16,4.0556571846258596e-16
ENSG00000002726,AOC1,,,0.0,,,,,
ENSG00000002745,WNT16,GO:0060317,cardiac epithelial to mesenchymal transition,1.3661526247867,3.8473915305550297,2.3318955768303997,1.6498987213589298,0.0989636523033321,
ENSG00000002746,HECW1,GO:0016567,protein ubiquitination,337.936941589021,-6.98670055234998,0.605530810702032,-11.538142120712,8.47356268596997e-31,3.99853574391962e-30
ENSG00000002822,MAD1L1,GO:0090235,regulation of metaphase plate congression,761.16564939344,0.655413564667167,0.10422947455766,6.2881787272619105,3.21211987112296e-10,7.849442261451681e-10
ENSG00000002834,LASP1,GO:0015075,ion transmembrane transporter activity,20426.4834148484,-4.2426195167815,0.0413629096914508,-102.570625433017,0.0,0.0
ENSG00000002919,SNX11,,,787.1461558886,-0.6196848236799829,0.10038685440782001,-6.172967838622791,6.701984905666501e-10,1.61368640096154e-09
ENSG00000002933,TMEM176A,,,0.0,,,,,
ENSG00000003056,M6PR,GO:0005794,Golgi apparatus,6296.878654106589,-1.5634863455577201,0.0676865978574109,-23.098905766417303,4.748719804304829e-118,7.674994484471799e-117
ENSG00000003096,KLHL13,GO:0097602,cullin family protein binding,570.215848869449,4.0498757443312,0.189554125254572,21.3652735802621,2.8120106332289893e-101,3.891356713002089e-100
ENSG00000003137,CYP26B1,GO:0009954,proximal/distal pattern formation,360.948223959027,-1.4523080282730298,0.142565912075754,-10.1869234175791,2.26829188452614e-24,9.11759137633383e-24
ENSG00000003147,ICA1,GO:0051049,regulation of transport,80.8067468802943,-0.7870738008552951,0.38131419142786205,-2.06410833519737,0.0390074458554748,0.053735390599062995
ENSG00000003249,DBNDD1,,,1374.11568168196,-0.924127823672312,0.0713296156058795,-12.9557381716233,2.18028624992242e-38,1.2225535308567598e-37
ENSG00000003393,ALS2,,,1302.2384948083802,-0.193843907222443,0.12049690050652301,-1.60870450947366,0.107680969294719,0.13786886974337
ENSG00000003400,CASP10,GO:0035877,death effector domain binding,339.006763142352,0.34716234989459605,0.144938389087561,2.39524084737044,0.0166094510027804,0.0240025447770923
ENSG00000003402,CFLAR,GO:0004197,cysteine-type endopeptidase activity,2241.55781246291,-3.10691454981884,0.0780848982361186,-39.78892999801229,0.0,0.0
ENSG00000003436,TFPI,,,1039.97247679568,-3.7735886997519703,0.113193306989017,-33.3375603216373,1.1033375139998795e-243,4.350776516432397e-242
ENSG00000003509,NDUFAF7,GO:0035243,protein-arginine omega-N symmetric methyltransferase activity,630.288234512804,-0.40561730012816,0.110736930941849,-3.6628909314920404,0.000249384742082465,0.00042851211230328704
ENSG00000003756,RBM5,,,2148.6544154940398,1.87801974709868,0.11350569315012801,16.5455995640212,1.72241361345341e-61,1.46267776197302e-60
ENSG00000003987,MTMR7,,,40.641246528625004,8.7315689234535,1.2327788996473101,7.0828345017517105,1.41235312671959e-12,3.82442147729584e-12
ENSG00000003989,SLC7A2,GO:1903352,L-ornithine transmembrane transport,914.485927995289,2.9173161534379304,0.10874426139109102,26.827311309293,1.5519810087867793e-158,3.606820802821659e-157
ENSG00000004059,ARF5,,,2979.48475352291,0.3134397394052,0.0794734289959356,3.9439564061244905,8.0148234011512e-05,0.000143522039985925
ENSG00000004139,SARM1,GO:0009967,positive regulation of signal transduction,810.3463168963029,1.5251837944913402,0.11955079150246302,12.7576218887679,2.8270042265059996e-37,1.54501177409463e-36
ENSG00000004142,POLDIP2,GO:0003677,DNA binding,6152.53125249973,-0.446782973003965,0.0460443055517511,-9.70332742887841,2.91823113197874e-22,1.1064337265359e-21
ENSG00000004399,PLXND1,GO:0016020,membrane,1341.64168207705,-2.5445131851156004,0.147399521108978,-17.2626964183577,8.98170889553477e-67,8.319924471747409e-66
ENSG00000004455,AK2,GO:0016310,phosphorylation,8582.84705931297,1.34700645460188,0.0618921758002921,21.7637599128567,5.117542060999008e-105,7.387909238060859e-104
ENSG00000004468,CD38,GO:0050135,NAD(P)+ nucleosidase activity,410.74302142212997,-9.51143196901727,0.657645088386039,-14.4628647533273,2.07958926312603e-47,1.390883513834e-46
ENSG00000004478,FKBP4,,,9519.52982487832,-0.18177199708972602,0.0367554407044971,-4.945444636376941,7.597026003613129e-07,1.54914218304465e-06
ENSG00000004487,KDM1A,,,3888.6516712346397,0.549008550718192,0.0511797660557291,10.727062529367199,7.597292646187979e-27,3.2607679573648894e-26
ENSG00000004534,RBM6,GO:0003676,nucleic acid binding,2009.07662837862,1.43352666741694,0.0763755827857927,18.7694367116974,1.3430190931327399e-78,1.4416087115006998e-77
ENSG00000004660,CAMKK1,,,526.164426545168,-0.0438395205344709,0.11284975610488002,-0.38847687445356505,0.697663164437234,0.741264392577077
ENSG00000004700,RECQL,,,2386.81503417858,-1.00699973308887,0.0660266562557677,-15.251411932599598,1.6111118996312597e-52,1.1824770017328097e-51
ENSG00000004766,VPS50,GO:1990745,EARP complex,758.994182109496,0.141348654385974,0.109309200348774,1.29310848432677,0.195973541141066,0.239707709724855
ENSG00000004776,HSPB6,GO:0005829,cytosol,5.233572202359309,-0.37685975906338604,0.9706622634825021,-0.38825013935465397,0.697830931738827,0.7413964027797749
ENSG00000004777,ARHGAP33,GO:0035091,phosphatidylinositol binding,193.192520861162,-0.0794537063909238,0.227227033336773,-0.349666609752219,0.72658891518683,0.76697497646596
ENSG00000004779,NDUFAB1,,,1993.20710054863,-0.075581216582065,0.0867859084666544,-0.870892728064319,0.383812727735655,0.43895601322436206
